"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2018","2018",54.5,,
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2019","2019",57.9,,
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2020","2020",50.8,,
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","PERMACNB","Per scanner","USA","United States","2010","2010",2502.2,,
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","PERMACNB","Per scanner","USA","United States","2012","2012",3467.2,,
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","PERMACNB","Per scanner","USA","United States","2013","2013",3216.9,,
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","PERMACNB","Per scanner","USA","United States","2014","2014",3200.7,,
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","PERMACNB","Per scanner","USA","United States","2015","2015",2876.1,,
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","PERMACNB","Per scanner","USA","United States","2016","2016",3064.1,,
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","PERMACNB","Per scanner","USA","United States","2017","2017",3186.6,,
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","PERMACNB","Per scanner","USA","United States","2018","2018",2939.7,,
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","PERMACNB","Per scanner","USA","United States","2019","2019",3201.3,,
"DGTSMRHO","Magnetic Resonance Imaging exams, in hospitals","PERMACNB","Per scanner","USA","United States","2020","2020",3075.5,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","NOMBRENB","Number","USA","United States","2010","2010",15900000,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","NOMBRENB","Number","USA","United States","2011","2011",16100000,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","NOMBRENB","Number","USA","United States","2012","2012",15200000,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","NOMBRENB","Number","USA","United States","2013","2013",16300000,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","NOMBRENB","Number","USA","United States","2014","2014",16800000,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","NOMBRENB","Number","USA","United States","2015","2015",20500000,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","NOMBRENB","Number","USA","United States","2016","2016",22500000,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","NOMBRENB","Number","USA","United States","2017","2017",18000000,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","NOMBRENB","Number","USA","United States","2018","2018",21200000,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","NOMBRENB","Number","USA","United States","2019","2019",23000000,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","NOMBRENB","Number","USA","United States","2020","2020",10500000,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2010","2010",51.4,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2011","2011",51.7,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2012","2012",48.4,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2013","2013",51.6,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2014","2014",52.8,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2015","2015",63.9,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2016","2016",69.7,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2017","2017",55.4,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2018","2018",64.9,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2019","2019",70.1,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2020","2020",31.6,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2010","2010",3940.5,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2012","2012",2662,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2013","2013",2820.1,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2014","2014",2592.6,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2015","2015",3153.8,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2016","2016",3472.2,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2017","2017",2746,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2018","2018",3133.8,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2019","2019",3133.5,,
"DGTSMRAM","Magnetic Resonance Imaging exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2020","2020",1751.5,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2011","2011",1278.4,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2012","2012",1098,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2014","2014",988.9,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2015","2015",1044.7,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2018","2018",1216.3,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2019","2019",1229.5,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2020","2020",1165.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2010","2010",6.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2011","2011",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2012","2012",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2013","2013",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2014","2014",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2015","2015",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2016","2016",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2017","2017",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2018","2018",6.1,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","PERMACNB","Per scanner","USA","United States","2011","2011",1908.3,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","PERMACNB","Per scanner","USA","United States","2012","2012",1701.9,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","PERMACNB","Per scanner","USA","United States","2014","2014",1451.5,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","PERMACNB","Per scanner","USA","United States","2015","2015",1406.9,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","PERMACNB","Per scanner","USA","United States","2018","2018",1734.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2010","2010",5.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2011","2011",5.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2012","2012",5.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2013","2013",5.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2014","2014",5.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2015","2015",5.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2016","2016",5.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2017","2017",5.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2018","2018",5.5,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2011","2011",951.9,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2012","2012",794.6,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2014","2014",727.8,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2015","2015",842.1,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2018","2018",930.3,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2010","2010",2.8,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2011","2011",3,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2012","2012",2.8,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2013","2013",2.7,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2014","2014",2.7,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2015","2015",2.6,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2016","2016",2.7,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2017","2017",2.9,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","RTOINPNB","Per 1 000 population","USA","United States","2018","2018",3.2,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2010","2010",1744000,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2011","2011",1853700,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2012","2012",1723900,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2013","2013",1594100,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2014","2014",1616900,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2015","2015",1718500,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2016","2016",1873900,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2017","2017",1945000,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2018","2018",2086000,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2019","2019",2200800,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","NOMBRENB","Number","USA","United States","2020","2020",2220300,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2010","2010",875900,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2011","2011",944600,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2012","2012",893500,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2013","2013",842400,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2014","2014",856400,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2015","2015",830100,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2016","2016",876700,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2017","2017",933000,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","NOMBRENB","Number","USA","United States","2018","2018",1058000,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2010","2010",2.8,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2011","2011",2.9,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2012","2012",2.6,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2013","2013",2.4,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2014","2014",2.4,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2015","2015",2.8,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2016","2016",3.1,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2017","2017",3.1,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","RTOINPNB","Per 1 000 population","USA","United States","2018","2018",3.1,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2010","2010",868100,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2011","2011",909100,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2012","2012",830400,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2013","2013",751700,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2014","2014",760500,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2015","2015",888400,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2016","2016",997200,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2017","2017",1012000,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","NOMBRENB","Number","USA","United States","2018","2018",1028000,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2010","2010",5.6,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2011","2011",5.9,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2012","2012",5.5,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2013","2013",5,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2014","2014",5.1,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2015","2015",5.4,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2016","2016",5.8,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2017","2017",6,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2018","2018",6.4,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2019","2019",6.7,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","RTOINPNB","Per 1 000 population","USA","United States","2020","2020",6.7,,
